timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2017-07-14,0.08,0.091033,0.08,0.09099299999999999,1942.057,1500076799999,170.23852396,1994,1076.405,94.82527222,22262.26697743
2017-07-15,0.09099299999999999,0.093699,0.087127,0.087635,4013.066,1500163199999,363.03178785,4623,2250.3179999999998,203.54149755,22275.36801826
2017-07-16,0.087508,0.087635,0.07559099999999999,0.082241,8904.158000000001,1500249599999,722.21248196,8137,5557.575,450.34388688,22295.47295841
2017-07-17,0.082368,0.088394,0.08169900000000001,0.087537,6650.933000000001,1500335999999,568.24653804,7639,3859.485,329.66875309,22165.74281157
2017-07-18,0.08783099999999999,0.10906800000000001,0.08477699999999999,0.107732,7245.741,1500422399999,674.49785037,8121,4202.055,393.11140275,22505.62469176
2017-07-19,0.107732,0.108732,0.08429,0.086853,7384.976,1500508799999,723.00911562,8314,4794.262,468.26023838,22694.83280054
2017-07-20,0.087144,0.095252,0.07498200000000001,0.080509,6395.16,1500595199999,564.01770441,6535,4266.2609999999995,375.19828457,22680.25672156
2017-07-21,0.08038300000000001,0.087511,0.079635,0.081581,7434.389,1500681599999,618.20894652,7839,4604.947,382.99257488,22725.62782143
2017-07-22,0.081586,0.084733,0.079856,0.082474,7979.899,1500767999999,651.60703581,8841,4460.358,364.37225928,22661.58158102
2017-07-23,0.082312,0.08456,0.08141699999999999,0.08353300000000001,6340.799,1500854399999,527.55598124,7032,3714.152,309.05616001,22494.29294971
2017-07-24,0.083438,0.083973,0.08226499999999999,0.083161,7380.244000000001,1500940799999,612.72702417,8346,3931.116,326.44455142,22474.16443102
2017-07-25,0.083149,0.083149,0.07548200000000001,0.079654,7845.031999999999,1501027199999,634.98369428,8099,4588.865,371.28600482,22508.98528992
2017-07-26,0.079676,0.08117200000000001,0.07761,0.07989199999999999,7496.738,1501113599999,599.43177658,8700,4326.597,345.79967266,25796.90357168
2017-07-27,0.079815,0.081867,0.077059,0.077449,8311.206,1501199999999,667.17746185,9001,4442.543,356.68582013,25618.59992375
2017-07-28,0.077059,0.077859,0.066827,0.068802,11013.823999999999,1501286399999,790.35738935,11121,5919.016,425.02549738,25589.59179554
2017-07-29,0.068797,0.076814,0.064335,0.07577300000000001,14305.368999999999,1501372799999,982.45449195,13734,7259.965999999999,498.44887227,25845.85312057
2017-07-30,0.07600900000000001,0.076684,0.069876,0.070109,12989.765,1501459199999,952.0796869999999,13038,6641.977,486.80260453,25973.49745228
2017-07-31,0.070406,0.073341,0.06759,0.072484,12029.45,1501545599999,857.24421228,12674,6058.304,431.74541787,25543.75751672
2017-08-01,0.07245900000000001,0.08526,0.07237,0.08356799999999999,13623.226999999999,1501631999999,1070.58897241,12474,6716.243,527.65028424,25752.88474734
2017-08-02,0.08356799999999999,0.084967,0.07962999999999999,0.08016000000000001,13678.63,1501718399999,1115.12601961,13297,6878.69,560.98509007,26180.31477711
2017-08-03,0.08016799999999999,0.08379500000000001,0.078277,0.078965,11389.116000000002,1501804799999,919.3144725,12318,5792.358,467.60784097,26410.13557257
2017-08-04,0.078965,0.08071,0.07633200000000001,0.076475,12523.985,1501891199999,981.51828688,13124,6230.743,488.40851988,26198.63722539
2017-08-05,0.076563,0.079322,0.071325,0.07916000000000001,12348.255,1501977599999,944.28885525,12351,6213.194,474.98887142,25982.58680144
2017-08-06,0.07916000000000001,0.083151,0.07851,0.08102899999999999,13069.284,1502063999999,1052.56125721,13121,6764.025,544.75007561,27058.31831125
2017-08-07,0.08102899999999999,0.082475,0.079547,0.08117100000000001,13667.775,1502150399999,1107.69611104,13657,6659.371999999999,539.81376919,27612.02406809
2017-08-08,0.08117100000000001,0.08744400000000001,0.078,0.085296,14885.591999999999,1502236799999,1225.48669378,12549,7767.231,638.81585555,28678.11662089
2017-08-09,0.08533099999999999,0.093578,0.080372,0.083159,15503.613000000001,1502323199999,1367.06462099,13223,7853.826999999999,692.24501656,29912.24292863
2017-08-10,0.083303,0.09092,0.08248899999999999,0.084466,16483.655,1502409599999,1447.36742932,14600,7863.004,690.44771889,32608.72402079
2017-08-11,0.084613,0.08717799999999999,0.08316699999999999,0.084941,18017.655,1502495999999,1536.48833639,19466,8574.35,731.14751485,34582.06809818
2017-08-12,0.08495,0.087601,0.08001,0.080163,15210.946000000002,1502582399999,1274.94670235,15661,7546.025,632.38789867,35841.98655465
2017-08-13,0.080182,0.080459,0.06800700000000001,0.073824,20955.915,1502668799999,1533.75840576,20875,10336.51,755.85995852,40432.13669564
2017-08-14,0.07385,0.079911,0.068535,0.070899,28508.69,1502755199999,2068.81079592,29214,12371.913,895.36873599,46793.271652699994
2017-08-15,0.070899,0.0752,0.066161,0.069395,28889.165,1502841599999,2022.91292395,22507,12518.131000000001,876.20248789,45076.38797677
2017-08-16,0.069395,0.076669,0.06831,0.069743,22035.269,1502927999999,1572.47841719,21235,9693.439,691.48619731,46333.43537881
2017-08-17,0.069735,0.072254,0.068077,0.070479,24002.431,1503014399999,1686.62915217,21902,11539.091999999999,810.8125656000001,50579.87228839
2017-08-18,0.070479,0.073005,0.069565,0.07143300000000001,29861.756,1503100799999,2119.4724845,24863,13550.898000000001,961.63183257,55329.57432378
2017-08-19,0.071187,0.073741,0.069925,0.070036,19918.665,1503187199999,1423.13687305,17925,9557.496,683.21015383,58005.17104565
2017-08-20,0.070347,0.073,0.069,0.072198,22530.293999999998,1503273599999,1604.55621322,25211,10076.751,718.12849409,60299.06615403
2017-08-21,0.072198,0.088658,0.071509,0.08052000000000001,48283.416,1503359999999,3853.92734961,38628,23734.14,1891.11375598,66203.84022245
2017-08-22,0.080688,0.0845,0.07001,0.076825,42660.05,1503446399999,3403.45228003,37676,20201.663,1614.02561432,66821.52067468
2017-08-23,0.076794,0.079689,0.074164,0.07706,41661.392,1503532799999,3190.72741408,39489,20838.571,1595.23480397,76587.70953099
2017-08-24,0.07706,0.078649,0.074567,0.075339,44430.692,1503619199999,3397.32062849,32387,22261.026,1701.70345517,102226.34289434
2017-08-25,0.075302,0.0779,0.07474199999999999,0.076587,35690.377,1503705599999,2730.55917422,27997,18864.971,1443.15919576,106332.85796088
2017-08-26,0.076593,0.078708,0.075269,0.076647,31475.752,1503791999999,2413.9001983000003,21898,16968.256,1301.70908479,92462.65806951
2017-08-27,0.076647,0.0826,0.075377,0.08043600000000001,36949.127,1503878399999,2863.88871942,27862,20213.334,1567.03995873,88406.05374074
2017-08-28,0.080649,0.081884,0.078501,0.07963200000000001,28745.667999999998,1503964799999,2298.99136802,22410,15654.071000000002,1252.20986331,82902.92984582
2017-08-29,0.07963200000000001,0.084402,0.079037,0.081551,32574.221,1504051199999,2646.16066127,27038,17225.968999999997,1399.18224611,85024.54473430001
2017-08-30,0.081551,0.08508500000000001,0.080776,0.0842,30766.058999999997,1504137599999,2552.04532987,26521,16740.835,1388.52362344,84593.83335425
2017-08-31,0.08403200000000001,0.084198,0.081598,0.081967,26520.597999999998,1504223999999,2195.58416369,21821,13622.223999999998,1127.83984406,82026.24194321
2017-09-01,0.081967,0.08440800000000001,0.080015,0.080849,28097.572,1504310399999,2304.83350874,28007,15142.462,1242.62642507,84919.76768269
